jd_id,job_title,max_score,avg_top5
1958,DevOps Engineer,8.44,4.571999999999999
1121,Wordpress Developer,6.06,4.564
1466,Software Engineer,5.57,4.5600000000000005
848,Backend Developer,5.25,4.5600000000000005
1154,Database Administrator,5.77,4.558
535,Wordpress Developer,5.83,4.552
1760,Machine Learning,5.7,4.550000000000001
1869,Java Developer,4.9,4.546
1361,DevOps Engineer,6.0,4.5440000000000005
2069,Database Administrator,5.8,4.54
154,Full Stack Developer,5.0,4.534
1568,Database Administrator,4.91,4.532
1248,Network Administrator,6.72,4.522
428,Database Administrator,5.48,4.522
1545,Machine Learning,5.54,4.496
2193,Node js developer,6.13,4.49
771,iOS Developer,7.19,4.488
289,Machine Learning,5.74,4.4799999999999995
1257,PHP Developer,4.74,4.478
749,Database Administrator,4.8,4.46
256,iOS Developer,5.43,4.458
629,Java Developer,6.28,4.454
758,Full Stack Developer,7.96,4.452
984,Machine Learning,5.44,4.450000000000001
1741,Network Administrator,8.42,4.4319999999999995
2265,Node js developer,5.76,4.428
2170,Software Engineer,5.54,4.4159999999999995
114,Flutter Developer,5.95,4.412000000000001
1270,Full Stack Developer,5.29,4.386
69,Database Administrator,7.37,4.386
624,Network Administrator,7.85,4.386
740,Machine Learning,4.87,4.366
1144,Full Stack Developer,6.15,4.35
1618,Database Administrator,6.12,4.348000000000001
485,Flutter Developer,8.42,4.337999999999999
1981,Node js developer,7.14,4.336
608,Wordpress Developer,4.91,4.33
460,JavaScript Developer,6.46,4.322
274,Software Engineer,6.68,4.316
258,Full Stack Developer,4.94,4.304
2181,Java Developer,6.02,4.303999999999999
145,Java Developer,4.57,4.3
2087,DevOps Engineer,8.9,4.29
1205,Database Administrator,6.19,4.2620000000000005
1272,Wordpress Developer,4.96,4.258
423,iOS Developer,8.96,4.252000000000001
2263,Full Stack Developer,4.54,4.25
1579,Flutter Developer,5.69,4.244000000000001
75,DevOps Engineer,5.78,4.236
239,DevOps Engineer,5.65,4.218
1060,DevOps Engineer,5.41,4.216
369,Full Stack Developer,4.57,4.214
1649,Java Developer,6.11,4.208
1364,Software Engineer,4.4,4.192
663,Software Engineer,5.73,4.19
655,Flutter Developer,5.14,4.184
683,iOS Developer,7.04,4.168
327,Software Engineer,5.2,4.162000000000001
2095,Machine Learning,4.74,4.15
429,Network Administrator,6.79,4.142
288,Full Stack Developer,4.65,4.130000000000001
1662,Database Administrator,4.43,4.112
712,Django Developer,4.91,4.112
103,Database Administrator,5.21,4.1
307,Java Developer,6.33,4.098000000000001
1083,JavaScript Developer,6.17,4.0920000000000005
371,Django Developer,5.63,4.08
219,Flutter Developer,4.5,4.062
26,Java Developer,4.7,4.05
565,Machine Learning,4.56,4.037999999999999
946,Network Administrator,4.21,4.032
637,Database Administrator,4.41,4.029999999999999
550,Network Administrator,13.58,4.026
1881,Full Stack Developer,4.91,3.9899999999999998
2261,Machine Learning,4.99,3.9880000000000004
787,Django Developer,5.01,3.9879999999999995
290,JavaScript Developer,4.79,3.9879999999999995
318,Database Administrator,4.84,3.978
304,Network Administrator,10.38,3.946
938,Full Stack Developer,4.47,3.9240000000000004
419,Machine Learning,6.92,3.9120000000000004
1960,PHP Developer,5.3,3.91
1325,Flutter Developer,4.19,3.8880000000000003
562,Full Stack Developer,4.51,3.878000000000001
871,Full Stack Developer,4.92,3.8480000000000003
1525,DevOps Engineer,4.22,3.8339999999999996
1690,Flutter Developer,4.18,3.8280000000000003
1684,Wordpress Developer,4.78,3.81
1215,JavaScript Developer,6.6,3.808
329,Machine Learning,4.23,3.7939999999999996
563,Full Stack Developer,4.79,3.7920000000000003
195,JavaScript Developer,5.61,3.7560000000000002
500,Backend Developer,5.86,3.75
1626,DevOps Engineer,5.32,3.6980000000000004
546,Backend Developer,4.14,3.69
1024,Software Engineer,6.19,3.688
1593,Flutter Developer,4.48,3.6759999999999997
1020,Backend Developer,5.6,3.65
1544,Wordpress Developer,4.18,3.5940000000000003
1289,Full Stack Developer,3.86,3.592
1463,PHP Developer,4.31,3.5799999999999996
1710,Database Administrator,4.18,3.5740000000000003
1654,Django Developer,4.52,3.5700000000000003
1297,Flutter Developer,4.37,3.5559999999999996
2174,Wordpress Developer,4.36,3.536
2054,Machine Learning,4.05,3.528
1163,Software Engineer,5.01,3.5
644,JavaScript Developer,4.04,3.498
1878,Node js developer,4.68,3.4899999999999998
71,Django Developer,4.38,3.4839999999999995
1550,Wordpress Developer,3.88,3.446
45,Flutter Developer,6.84,3.436
797,Node js developer,6.11,3.4219999999999997
532,Wordpress Developer,8.95,3.3259999999999996
1338,Software Engineer,3.73,3.3239999999999994
1968,Django Developer,4.42,3.3020000000000005
1729,Database Administrator,3.76,3.3
621,Full Stack Developer,3.94,3.2980000000000005
1432,Machine Learning,7.05,3.2840000000000003
379,Node js developer,4.32,3.2560000000000002
2203,iOS Developer,4.08,3.162
1006,Software Engineer,3.57,3.0919999999999996
1438,DevOps Engineer,3.57,3.0919999999999996
2240,Machine Learning,3.98,2.996
943,Wordpress Developer,3.59,2.946
1475,Wordpress Developer,3.81,2.902
502,iOS Developer,6.14,2.824
61,JavaScript Developer,6.33,2.8200000000000003
898,Machine Learning,7.35,2.7800000000000002
826,Node js developer,8.0,2.748
301,PHP Developer,3.17,2.71
981,Full Stack Developer,3.14,2.6740000000000004
577,Full Stack Developer,3.0,2.632
490,Full Stack Developer,3.23,2.588
480,iOS Developer,3.01,2.5420000000000003
1907,Django Developer,3.63,2.4979999999999998
581,iOS Developer,2.96,2.464
1543,Wordpress Developer,2.96,2.464
1490,Wordpress Developer,7.16,2.18
768,Wordpress Developer,5.59,2.162
101,Wordpress Developer,2.33,2.104
478,Database Administrator,2.35,2.0360000000000005
222,Node js developer,2.46,1.9959999999999998
1208,DevOps Engineer,2.71,1.9100000000000001
1135,iOS Developer,1.89,1.6420000000000001
727,JavaScript Developer,1.56,1.4680000000000002
1404,Django Developer,1.87,1.466
1017,Network Administrator,1.35,1.262
1590,JavaScript Developer,1.47,1.04
1638,Full Stack Developer,1.24,0.8880000000000001
1796,Software Engineer,0.68,0.438
